desc1,desc2,value,date
Other food and drink,Stock cubes and meat and yeast extracts,4,1998
Other food and drink,Stock cubes and meat and yeast extracts,4,1999
Other food and drink,Stock cubes and meat and yeast extracts,5,2000
Other food and drink,Stock cubes and meat and yeast extracts,4,2001
Other food and drink,Stock cubes and meat and yeast extracts,5,2002
Other food and drink,Stock cubes and meat and yeast extracts,4,2003
Other food and drink,Stock cubes and meat and yeast extracts,4,2004
Other food and drink,Stock cubes and meat and yeast extracts,4,2005
Other food and drink,Stock cubes and meat and yeast extracts,4,2006
Other food and drink,Stock cubes and meat and yeast extracts,4,2007
Other food and drink,Stock cubes and meat and yeast extracts,4,2008
Other food and drink,Stock cubes and meat and yeast extracts,5,2009
Other food and drink,Stock cubes and meat and yeast extracts,6,2010
Other food and drink,Stock cubes and meat and yeast extracts,5,2011
Other food and drink,Stock cubes and meat and yeast extracts,5,2012
Other food and drink,Stock cubes and meat and yeast extracts,5,2013
Other food and drink,Stock cubes and meat and yeast extracts,5,2014
Other food and drink,Jelly squares or crystals,13,1974
Other food and drink,Jelly squares or crystals,11,1975
Other food and drink,Jelly squares or crystals,12,1976
Other food and drink,Jelly squares or crystals,10,1977
Other food and drink,Jelly squares or crystals,10,1978
Other food and drink,Jelly squares or crystals,10,1979
Other food and drink,Jelly squares or crystals,10,1980
Other food and drink,Jelly squares or crystals,9,1981
Other food and drink,Jelly squares or crystals,9,1982
Other food and drink,Jelly squares or crystals,9,1983
Other food and drink,Jelly squares or crystals,9,1984
Other food and drink,Jelly squares or crystals,8,1985
Other food and drink,Jelly squares or crystals,7,1986
Other food and drink,Jelly squares or crystals,7,1987
Other food and drink,Jelly squares or crystals,7,1988
Other food and drink,Jelly squares or crystals,6,1989
Other food and drink,Jelly squares or crystals,6,1990
Other food and drink,Jelly squares or crystals,5,1991
Other food and drink,Jelly squares or crystals,5,1992
Other food and drink,Jelly squares or crystals,4,1993
Other food and drink,Jelly squares or crystals,4,1994
Other food and drink,Jelly squares or crystals,4,1995
Other food and drink,Jelly squares or crystals,3,1996
Other food and drink,Jelly squares or crystals,3,1997
Other food and drink,Jelly squares or crystals,3,1998
Other food and drink,Jelly squares or crystals,2,1999
Other food and drink,Jelly squares or crystals,3,2000
Other food and drink,Jelly squares or crystals,4,2001
Other food and drink,Jelly squares or crystals,4,2002
Other food and drink,Jelly squares or crystals,4,2003
Other food and drink,Jelly squares or crystals,4,2004
Other food and drink,Jelly squares or crystals,4,2005
Other food and drink,Jelly squares or crystals,4,2006
Other food and drink,Jelly squares or crystals,5,2007
Other food and drink,Jelly squares or crystals,5,2008
Other food and drink,Jelly squares or crystals,4,2009
Other food and drink,Jelly squares or crystals,5,2010
Other food and drink,Jelly squares or crystals,4,2011
Other food and drink,Jelly squares or crystals,4,2012
Other food and drink,Jelly squares or crystals,5,2013
Other food and drink,Jelly squares or crystals,5,2014
Other food and drink,Ice cream tub or block,27,1974
Other food and drink,Ice cream tub or block,32,1975
Other food and drink,Ice cream tub or block,37,1976
Other food and drink,Ice cream tub or block,41,1977
Other food and drink,Ice cream tub or block,48,1978
Other food and drink,Ice cream tub or block,46,1979
Other food and drink,Ice cream tub or block,53,1980
Other food and drink,Ice cream tub or block,52,1981
Other food and drink,Ice cream tub or block,64,1982
Other food and drink,Ice cream tub or block,59,1983
Other food and drink,Ice cream tub or block,63,1984
Other food and drink,Ice cream tub or block,61,1985
Other food and drink,Ice cream tub or block,66,1986
Other food and drink,Ice cream tub or block,68,1987
Other food and drink,Ice cream tub or block,68,1988
Other food and drink,Ice cream tub or block,70,1989
Other food and drink,Ice cream tub or block,71,1990
Other food and drink,Ice cream tub or block,72,1991
Other food and drink,Ice cream tub or block,88,1992
Other food and drink,Ice cream tub or block,83,1993
Other food and drink,Ice cream tub or block,93,1994
Other food and drink,Ice cream tub or block,96,1995
Other food and drink,Ice cream tub or block,80,1996
Other food and drink,Ice cream tub or block,64,1997
Other food and drink,Ice cream tub or block,55,1998
Other food and drink,Ice cream tub or block,65,1999
Other food and drink,Ice cream tub or block,70,2000
Other food and drink,Ice cream tub or block,113,2001
Other food and drink,Ice cream tub or block,115,2002
Other food and drink,Ice cream tub or block,122,2003
Other food and drink,Ice cream tub or block,109,2004
Other food and drink,Ice cream tub or block,107,2005
Other food and drink,Ice cream tub or block,114,2006
Other food and drink,Ice cream tub or block,106,2007
Other food and drink,Ice cream tub or block,98,2008
Other food and drink,Ice cream tub or block,99,2009
Other food and drink,Ice cream tub or block,97,2010
Other food and drink,Ice cream tub or block,106,2011
Other food and drink,Ice cream tub or block,103,2012
Other food and drink,Ice cream tub or block,99,2013
Other food and drink,Ice cream tub or block,88,2014
Other food and drink,Ice cream products including takeaways,16,1974
Other food and drink,Ice cream products including takeaways,20,1975
Other food and drink,Ice cream products including takeaways,23,1976
Other food and drink,Ice cream products including takeaways,25,1977
Other food and drink,Ice cream products including takeaways,29,1978
Other food and drink,Ice cream products including takeaways,28,1979
Other food and drink,Ice cream products including takeaways,32,1980
Other food and drink,Ice cream products including takeaways,32,1981
Other food and drink,Ice cream products including takeaways,39,1982
Other food and drink,Ice cream products including takeaways,36,1983
Other food and drink,Ice cream products including takeaways,39,1984
Other food and drink,Ice cream products including takeaways,37,1985
Other food and drink,Ice cream products including takeaways,40,1986
Other food and drink,Ice cream products including takeaways,41,1987
Other food and drink,Ice cream products including takeaways,41,1988
Other food and drink,Ice cream products including takeaways,43,1989
Other food and drink,Ice cream products including takeaways,43,1990
Other food and drink,Ice cream products including takeaways,44,1991
Other food and drink,Ice cream products including takeaways,26,1992
Other food and drink,Ice cream products including takeaways,28,1993
Other food and drink,Ice cream products including takeaways,30,1994
Other food and drink,Ice cream products including takeaways,34,1995
Other food and drink,Ice cream products including takeaways,49,1996
Other food and drink,Ice cream products including takeaways,62,1997
Other food and drink,Ice cream products including takeaways,60,1998
Other food and drink,Ice cream products including takeaways,49,1999
Other food and drink,Ice cream products including takeaways,55,2000
Other food and drink,Ice cream products including takeaways,70,2001
Other food and drink,Ice cream products including takeaways,71,2002
Other food and drink,Ice cream products including takeaways,71,2003
Other food and drink,Ice cream products including takeaways,68,2004
Other food and drink,Ice cream products including takeaways,67,2005
Other food and drink,Ice cream products including takeaways,77,2006
Other food and drink,Ice cream products including takeaways,67,2007
Other food and drink,Ice cream products including takeaways,67,2008
Other food and drink,Ice cream products including takeaways,74,2009
Other food and drink,Ice cream products including takeaways,74,2010
Other food and drink,Ice cream products including takeaways,74,2011
Other food and drink,Ice cream products including takeaways,70,2012
Other food and drink,Ice cream products including takeaways,77,2013
